Id,StageName,Amount,Product,Competitor,Account,Vertical
8207,Identify,"$27,868.00",XM,SNFCourse,North Grove Home Care Center 7207,HC
8208,Prove,"$17,249.00","Learning, Regulation Management",MedTeach,West View Home Care Center 7208,HC
8209,Closed Won,"$22,602.00","Learning, XM",MedTeach,Oak Valley Home Care Center 7209,HC
8210,Closed Won,"$25,434.00",XM,InsightsAct,Pine Creek Home Care Center 7210,HC
8211,Prove,"$76,839.00","Learning, Regulation Management",InsightsAct,West Point SNF Center 7211,SNF
8212,Prove,"$19,014.00",Learning,MedTeach,New Ridge Assisted Living Center 7212,AL
8213,Engage,"$73,207.00","Learning, Regulation Management",MedTeach,Lake Grove Home Health Center 7213,HH
8214,Prove,"$9,809.00","Compliance, XM",MedTeach,New Heights Assisted Living Center 7214,AL
8215,Closed Won,"$71,959.00",Policy Management,MedTeach,Grand Point Home Care Center 7215,HC
8216,Identify,"$15,492.00","Compliance, XM",CareEd,West Ridge Home Health Center 7216,HH
8217,Engage,"$26,945.00","Learning, Regulation Management, Compliance, XM",CareEd,North Point Home Care Center 7217,HC
8218,Negotiate,"$49,602.00","Learning, XM",MedTeach,East Springs Home Care Center 7218,HC
8219,Closed Won,"$76,632.00","Learning, Regulation Management",SNFCourse,Lake Haven SNF Center 7219,SNF
8220,Identify,"$63,684.00",XM,MedTeach,Oak Haven Assisted Living Center 7220,AL
8221,Identify,"$6,337.00",XM,SNFCourse,South Springs SNF Center 7221,SNF
8222,Identify,"$8,302.00",XM,SNFCourse,Grand Springs Home Care Center 7222,HC
8223,Prove,"$48,858.00","Learning, Regulation Management, Compliance, XM",MedTeach,South View Assisted Living Center 7223,AL
8224,Negotiate,"$21,381.00",Learning,SNFCourse,East Creek Home Care Center 7224,HC
8225,Prove,"$63,922.00",XM,MedTeach,Pine Heights Home Care Center 7225,HC
8226,Identify,"$29,208.00","Learning, XM",SNFCourse,Pine Springs SNF Center 7226,SNF
8227,Identify,"$12,771.00",XM,MedTeach,New Heights Home Health Center 7227,HH
8228,Prove,"$12,588.00","Compliance, XM",SNFCourse,South Grove Home Care Center 7228,HC
8229,Prove,"$4,871.00",Learning,SNFCourse,Lake Ridge Home Care Center 7229,HC
8230,Prove,"$39,183.00",Learning,MedTeach,Pine Heights SNF Center 7230,SNF
8231,Identify,"$19,712.00","Learning, Regulation Management, Compliance, XM",MedTeach,West Haven Home Care Center 7231,HC
8232,Identify,"$48,747.00","Learning, Regulation Management",CareEd,West View Home Health Center 7232,HH
8233,Prove,"$83,958.00","Learning, Regulation Management",InsightsAct,East Point Home Health Center 7233,HH
8234,Negotiate,"$21,482.00","Learning, Regulation Management",SNFCourse,Oak Heights Home Care Center 7234,HC
8235,Identify,"$45,796.00","Learning, Regulation Management",CareEd,River Creek SNF Center 7235,SNF
8236,Engage,"$77,447.00","Learning, Regulation Management, Compliance, XM",InsightsAct,East Ridge Assisted Living Center 7236,AL
8237,Engage,"$11,719.00","Learning, Regulation Management",SNFCourse,Oak Valley Assisted Living Center 7237,AL
8238,Prove,"$54,454.00","Compliance, XM",SNFCourse,Pine View SNF Center 7238,SNF
8239,Engage,"$66,543.00",XM,SNFCourse,River Haven Home Care Center 7239,HC
8240,Engage,"$42,933.00","Compliance, XM",InsightsAct,New Springs Home Care Center 7240,HC
8241,Identify,"$59,206.00","Learning, Regulation Management, Compliance, XM",MedTeach,Grand Point Home Care Center 7241,HC
8242,Engage,"$25,664.00","Learning, XM",SNFCourse,North Heights SNF Center 7242,SNF
8243,Prove,"$67,689.00",XM,SNFCourse,New Grove Home Health Center 7243,HH
8244,Prove,"$23,669.00","Compliance, XM",MedTeach,North Heights Home Care Center 7244,HC
8245,Negotiate,"$11,476.00","Learning, Regulation Management",CareEd,Pine Grove Home Care Center 7245,HC
8246,Negotiate,"$73,192.00",Learning,SNFCourse,North Harbor Home Health Center 7246,HH
8247,Closed Won,"$15,050.00",XM,SNFCourse,Oak Point Home Care Center 7247,HC
8248,Identify,"$26,291.00","Learning, Policy Management",InsightsAct,Oak Creek SNF Center 7248,SNF
8249,Engage,"$59,765.00","Learning, Assessments",MedTeach,East Heights SNF Center 7249,SNF
8250,Negotiate,"$52,450.00","Learning, Assessments",MedTeach,East View Assisted Living Center 7250,AL
8251,Engage,"$72,533.00","Learning, Regulation Management, Compliance, XM",InsightsAct,River Creek Home Health Center 7251,HH
8252,Prove,"$37,610.00","Learning, XM",InsightsAct,Lake Creek SNF Center 7252,SNF
8253,Closed Won,"$18,150.00","Learning, Policy Management",InsightsAct,New View SNF Center 7253,SNF
8254,Identify,"$73,036.00","Learning, Regulation Management",MedTeach,North Ridge Home Care Center 7254,HC
8255,Identify,"$58,763.00",Policy Management,MedTeach,River Grove SNF Center 7255,SNF
8256,Engage,"$1,821.00",Learning,InsightsAct,Grand Point Home Health Center 7256,HH
8257,Closed Won,"$27,964.00","Learning, Regulation Management",CareEd,New Grove Home Health Center 7257,HH
8258,Negotiate,"$40,616.00","Compliance, XM",SNFCourse,North Creek Assisted Living Center 7258,AL
8259,Prove,"$44,230.00",XM,CareEd,South Harbor SNF Center 7259,SNF
8260,Prove,"$46,305.00","Learning, Regulation Management",MedTeach,South Creek Home Care Center 7260,HC
8261,Engage,"$29,262.00","Learning, XM",SNFCourse,North Heights SNF Center 7261,SNF
8262,Negotiate,"$13,882.00",Learning,MedTeach,Lake Valley Home Health Center 7262,HH
8263,Engage,"$57,346.00","Learning, Regulation Management",MedTeach,Lake Harbor SNF Center 7263,SNF
8264,Prove,"$61,294.00",Policy Management,SNFCourse,New Haven SNF Center 7264,SNF
8265,Identify,"$81,224.00",XM,SNFCourse,Lake Harbor SNF Center 7265,SNF
8266,Closed Lost,"$31,057.00","Compliance, XM",MedTeach,East Grove SNF Center 7266,SNF
8267,Engage,"$31,892.00","Learning, Policy Management",CareEd,River View Home Care Center 7267,HC
8268,Engage,"$8,842.00",Learning,SNFCourse,Oak Harbor Home Care Center 7268,HC
8269,Identify,"$44,608.00","Learning, Regulation Management, Compliance, XM",CareEd,North Grove Assisted Living Center 7269,AL
8270,Engage,"$1,851.00","Learning, Regulation Management",SNFCourse,West Creek Home Care Center 7270,HC
8271,Identify,"$5,023.00","Learning, XM",MedTeach,North Creek Home Health Center 7271,HH
8272,Closed Lost,"$9,814.00","Compliance, XM",SNFCourse,West Haven Assisted Living Center 7272,AL
8273,Prove,"$49,570.00",Learning,SNFCourse,River Ridge Assisted Living Center 7273,AL
8274,Identify,"$39,106.00","Learning, Regulation Management, Compliance, XM",CareEd,Oak Haven Home Care Center 7274,HC
8275,Prove,"$31,686.00",Policy Management,SNFCourse,New Creek SNF Center 7275,SNF
8276,Closed Won,"$6,650.00",Policy Management,CareEd,West Grove Home Health Center 7276,HH
8277,Identify,"$21,089.00","Learning, Regulation Management",SNFCourse,Grand Ridge Home Care Center 7277,HC
8278,Identify,"$44,713.00","Learning, Assessments",InsightsAct,River Point Home Care Center 7278,HC
8279,Engage,"$60,687.00",XM,CareEd,Oak Harbor Assisted Living Center 7279,AL
8280,Engage,"$66,927.00",Learning,SNFCourse,North Haven SNF Center 7280,SNF
8281,Engage,"$27,049.00","Learning, Regulation Management, Compliance, XM",SNFCourse,New Ridge Home Health Center 7281,HH
8282,Closed Won,"$76,631.00","Learning, Policy Management",SNFCourse,North Grove Assisted Living Center 7282,AL
8283,Closed Lost,"$56,997.00","Learning, XM",InsightsAct,River Creek Home Care Center 7283,HC
8284,Identify,"$53,089.00","Compliance, XM",CareEd,Pine Point Assisted Living Center 7284,AL
8285,Identify,"$68,169.00",Learning,InsightsAct,River Valley Home Health Center 7285,HH
8286,Identify,"$25,563.00","Learning, Regulation Management, Compliance, XM",MedTeach,Grand Point Home Health Center 7286,HH
8287,Engage,"$36,876.00",Policy Management,SNFCourse,New Heights Home Health Center 7287,HH
8288,Closed Won,"$17,461.00",Learning,InsightsAct,Lake Point Home Health Center 7288,HH
8289,Closed Lost,"$24,384.00","Learning, XM",InsightsAct,East View Assisted Living Center 7289,AL
8290,Engage,"$53,532.00",Learning,SNFCourse,Oak Heights SNF Center 7290,SNF
8291,Negotiate,"$56,945.00","Learning, Policy Management",MedTeach,Lake View SNF Center 7291,SNF
8292,Engage,"$58,386.00",Learning,MedTeach,Lake Valley Assisted Living Center 7292,AL
8293,Prove,"$54,105.00","Learning, Regulation Management, Compliance, XM",CareEd,Grand Point Home Care Center 7293,HC
8294,Engage,"$47,197.00","Learning, Policy Management",SNFCourse,Grand Creek Home Health Center 7294,HH
8295,Engage,"$80,475.00","Learning, Regulation Management",CareEd,West Valley Assisted Living Center 7295,AL
8296,Identify,"$63,465.00","Learning, Regulation Management",MedTeach,Lake Ridge Home Health Center 7296,HH
8297,Identify,"$48,358.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Oak View Home Care Center 7297,HC
8298,Prove,"$51,379.00","Learning, Regulation Management",MedTeach,Grand Grove Home Health Center 7298,HH
8299,Prove,"$23,860.00","Learning, XM",SNFCourse,New Harbor Assisted Living Center 7299,AL
8300,Engage,"$76,556.00",Policy Management,MedTeach,River Ridge Home Health Center 7300,HH
8301,Identify,"$41,256.00",Policy Management,CareEd,River Creek Home Health Center 7301,HH
8302,Prove,"$82,732.00",Learning,MedTeach,Oak Ridge Assisted Living Center 7302,AL
8303,Negotiate,"$8,543.00",XM,CareEd,River Valley Home Health Center 7303,HH
8304,Prove,"$49,178.00",XM,MedTeach,Oak View Home Care Center 7304,HC
8305,Prove,"$56,525.00","Learning, Assessments",InsightsAct,Grand Haven Home Health Center 7305,HH
8306,Negotiate,"$80,059.00",Learning,MedTeach,West Creek Home Care Center 7306,HC
8307,Identify,"$73,502.00","Learning, Regulation Management, Compliance, XM",MedTeach,Oak Point Home Health Center 7307,HH
8308,Engage,"$74,084.00","Learning, Regulation Management",MedTeach,West Valley SNF Center 7308,SNF
8309,Identify,"$19,379.00",Learning,CareEd,New Valley Assisted Living Center 7309,AL
8310,Identify,"$33,647.00","Learning, Assessments",SNFCourse,Oak Ridge Assisted Living Center 7310,AL
8311,Engage,"$63,387.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Pine Springs Home Health Center 7311,HH
8312,Engage,"$21,650.00",Learning,MedTeach,Lake Heights Home Health Center 7312,HH
8313,Closed Won,"$81,483.00","Learning, Assessments",MedTeach,Oak Creek Assisted Living Center 7313,AL
8314,Identify,"$16,424.00","Learning, Policy Management",InsightsAct,North Grove Home Health Center 7314,HH
8315,Identify,"$54,889.00",Learning,CareEd,West Haven Assisted Living Center 7315,AL
8316,Engage,"$48,271.00",Learning,SNFCourse,West Heights Home Care Center 7316,HC
8317,Prove,"$66,464.00",XM,InsightsAct,River Harbor SNF Center 7317,SNF
8318,Closed Won,"$79,580.00",Policy Management,SNFCourse,South View Home Health Center 7318,HH
8319,Closed Lost,"$14,032.00","Learning, Regulation Management, Compliance, XM",CareEd,South Grove Home Care Center 7319,HC
8320,Identify,"$77,701.00","Learning, XM",MedTeach,Oak View Home Health Center 7320,HH
8321,Identify,"$14,546.00",Policy Management,SNFCourse,Lake View Home Care Center 7321,HC
8322,Closed Lost,"$32,076.00","Learning, XM",MedTeach,River View Assisted Living Center 7322,AL
8323,Closed Lost,"$82,265.00",XM,MedTeach,North Harbor Assisted Living Center 7323,AL
8324,Closed Won,"$23,771.00","Learning, XM",SNFCourse,Oak Harbor Home Care Center 7324,HC
8325,Identify,"$24,746.00","Learning, Regulation Management, Compliance, XM",MedTeach,Grand Grove Home Care Center 7325,HC
8326,Negotiate,"$69,769.00","Learning, XM",MedTeach,North Creek Assisted Living Center 7326,AL
8327,Closed Won,"$69,459.00",Learning,InsightsAct,River Haven SNF Center 7327,SNF
8328,Identify,"$26,062.00",Learning,SNFCourse,West View SNF Center 7328,SNF
8329,Identify,"$44,321.00",XM,InsightsAct,New Point SNF Center 7329,SNF
8330,Identify,"$22,998.00",Policy Management,CareEd,Grand Grove SNF Center 7330,SNF
8331,Identify,"$19,816.00","Learning, Regulation Management",SNFCourse,West Valley Assisted Living Center 7331,AL
8332,Engage,"$53,965.00","Learning, Assessments",SNFCourse,Grand Grove SNF Center 7332,SNF
8333,Identify,"$27,733.00",Learning,MedTeach,Oak Springs Assisted Living Center 7333,AL
8334,Closed Won,"$26,736.00",Policy Management,SNFCourse,New Ridge Home Health Center 7334,HH
8335,Engage,"$77,005.00","Learning, Policy Management",SNFCourse,Pine View Home Health Center 7335,HH
8336,Identify,"$74,182.00",Learning,MedTeach,South Ridge Home Health Center 7336,HH
8337,Prove,"$43,760.00","Learning, Regulation Management, Compliance, XM",InsightsAct,North View Home Care Center 7337,HC
8338,Prove,"$39,444.00","Compliance, XM",MedTeach,East View SNF Center 7338,SNF
8339,Prove,"$12,926.00","Learning, Regulation Management",MedTeach,North Valley Home Care Center 7339,HC
8340,Prove,"$44,446.00",XM,CareEd,Oak Harbor Home Health Center 7340,HH
8341,Engage,"$17,110.00","Learning, Regulation Management",SNFCourse,New Springs Home Care Center 7341,HC
8342,Identify,"$58,369.00","Learning, XM",CareEd,River Creek Home Care Center 7342,HC
8343,Identify,"$17,543.00","Learning, XM",SNFCourse,West Haven Home Health Center 7343,HH
8344,Identify,"$57,248.00","Learning, Policy Management",InsightsAct,East Springs Home Health Center 7344,HH
8345,Identify,"$14,948.00","Learning, Regulation Management, Compliance, XM",SNFCourse,New Springs Assisted Living Center 7345,AL
8346,Engage,"$22,546.00","Compliance, XM",MedTeach,North Point SNF Center 7346,SNF
8347,Prove,"$55,322.00","Learning, Policy Management",MedTeach,East Grove Home Health Center 7347,HH
8348,Identify,"$61,526.00","Learning, Policy Management",SNFCourse,Grand Point SNF Center 7348,SNF
8349,Identify,"$39,107.00",XM,MedTeach,West Grove Home Health Center 7349,HH
8350,Prove,"$57,712.00","Learning, Regulation Management, Compliance, XM",SNFCourse,River Harbor SNF Center 7350,SNF
8351,Identify,"$44,623.00",Learning,CareEd,East Harbor Home Health Center 7351,HH
8352,Identify,"$27,671.00",XM,SNFCourse,Pine Haven Assisted Living Center 7352,AL
8353,Negotiate,"$8,960.00",Learning,MedTeach,Oak Valley Assisted Living Center 7353,AL
8354,Engage,"$62,279.00","Learning, Policy Management",MedTeach,Oak Harbor Assisted Living Center 7354,AL
8355,Closed Lost,"$67,143.00","Learning, Assessments",CareEd,Grand Creek SNF Center 7355,SNF
8356,Prove,"$76,778.00","Compliance, XM",MedTeach,Pine View Assisted Living Center 7356,AL
8357,Prove,"$77,969.00",Policy Management,InsightsAct,North Point SNF Center 7357,SNF
8358,Negotiate,"$2,908.00","Learning, Regulation Management",SNFCourse,Pine Valley Assisted Living Center 7358,AL
8359,Identify,"$67,876.00","Compliance, XM",CareEd,North Grove Home Health Center 7359,HH
8360,Identify,"$11,359.00","Learning, XM",CareEd,River Springs SNF Center 7360,SNF
8361,Identify,"$21,265.00","Learning, Assessments",MedTeach,Oak Grove Assisted Living Center 7361,AL
8362,Identify,"$19,512.00",Policy Management,CareEd,West Point Home Health Center 7362,HH
8363,Prove,"$82,072.00","Learning, XM",InsightsAct,Pine Harbor Home Health Center 7363,HH
8364,Engage,"$16,771.00","Learning, XM",MedTeach,Lake Creek Assisted Living Center 7364,AL
8365,Negotiate,"$19,825.00","Learning, Assessments",SNFCourse,Oak View Assisted Living Center 7365,AL
8366,Closed Lost,"$40,343.00","Learning, Assessments",CareEd,Grand Grove Home Health Center 7366,HH
8367,Identify,"$56,662.00","Learning, XM",MedTeach,Lake Ridge SNF Center 7367,SNF
8368,Closed Won,"$57,729.00","Learning, Policy Management",SNFCourse,River Valley Home Health Center 7368,HH
8369,Identify,"$53,798.00","Learning, Regulation Management",InsightsAct,South Creek SNF Center 7369,SNF
8370,Engage,"$15,534.00",Learning,SNFCourse,East Valley Home Care Center 7370,HC
8371,Identify,"$79,758.00","Learning, Policy Management",SNFCourse,New Springs SNF Center 7371,SNF
8372,Prove,"$17,770.00",Learning,MedTeach,South Valley Assisted Living Center 7372,AL
8373,Closed Won,"$30,891.00",Learning,MedTeach,North Ridge Home Care Center 7373,HC
8374,Engage,"$49,660.00","Learning, Regulation Management",CareEd,Grand Creek Home Health Center 7374,HH
8375,Identify,"$33,018.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Grand Heights Home Health Center 7375,HH
8376,Identify,"$81,063.00","Learning, XM",CareEd,New Springs Assisted Living Center 7376,AL
8377,Identify,"$60,411.00",Learning,MedTeach,North Point Home Care Center 7377,HC
8378,Engage,"$13,025.00",Learning,SNFCourse,North Springs Home Care Center 7378,HC
8379,Identify,"$10,453.00",XM,MedTeach,North Creek SNF Center 7379,SNF
8380,Engage,"$63,301.00","Learning, XM",MedTeach,Grand Creek SNF Center 7380,SNF
8381,Prove,"$4,508.00","Learning, Regulation Management, Compliance, XM",SNFCourse,East Creek Assisted Living Center 7381,AL
8382,Closed Lost,"$59,978.00","Compliance, XM",MedTeach,New Grove Home Health Center 7382,HH
8383,Engage,"$63,594.00",Learning,MedTeach,Grand Ridge Home Health Center 7383,HH
8384,Identify,"$83,923.00",Policy Management,MedTeach,River Heights Home Health Center 7384,HH
8385,Prove,"$8,059.00","Compliance, XM",CareEd,Oak Springs Home Care Center 7385,HC
8386,Identify,"$33,115.00",Policy Management,SNFCourse,Grand Grove Assisted Living Center 7386,AL
8387,Identify,"$1,846.00","Learning, XM",SNFCourse,Lake Haven SNF Center 7387,SNF
8388,Prove,"$18,110.00",Learning,SNFCourse,Lake Grove SNF Center 7388,SNF
8389,Engage,"$52,222.00","Learning, XM",InsightsAct,Pine Creek Home Health Center 7389,HH
8390,Closed Won,"$19,721.00","Learning, Policy Management",CareEd,West Harbor Assisted Living Center 7390,AL
8391,Prove,"$3,419.00","Learning, Regulation Management",SNFCourse,Grand Ridge Home Health Center 7391,HH
8392,Identify,"$53,939.00",XM,SNFCourse,East Harbor Home Health Center 7392,HH
8393,Prove,"$59,215.00",XM,InsightsAct,North Valley Assisted Living Center 7393,AL
8394,Closed Won,"$16,259.00","Learning, Policy Management",MedTeach,River Heights Home Care Center 7394,HC
8395,Prove,"$16,234.00",Learning,MedTeach,River Point Home Care Center 7395,HC
8396,Engage,"$20,165.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Grand Point SNF Center 7396,SNF
8397,Closed Won,"$74,677.00","Learning, Regulation Management",MedTeach,Grand Heights Home Health Center 7397,HH
8398,Prove,"$83,132.00",Learning,CareEd,Pine View Home Care Center 7398,HC
8399,Negotiate,"$2,431.00","Compliance, XM",MedTeach,New Ridge SNF Center 7399,SNF
8400,Negotiate,"$83,465.00","Learning, Assessments",SNFCourse,Oak Harbor Assisted Living Center 7400,AL
8401,Negotiate,"$76,590.00","Compliance, XM",SNFCourse,South Point SNF Center 7401,SNF
8402,Prove,"$5,296.00","Learning, Policy Management",CareEd,North Point Home Health Center 7402,HH
8403,Prove,"$61,807.00",Learning,CareEd,South View Home Care Center 7403,HC
8404,Prove,"$57,970.00","Learning, Regulation Management, Compliance, XM",CareEd,Lake Creek SNF Center 7404,SNF
8405,Closed Lost,"$16,232.00","Learning, Regulation Management, Compliance, XM",MedTeach,West Springs Assisted Living Center 7405,AL
8406,Closed Won,"$39,632.00","Learning, Assessments",MedTeach,Oak Heights SNF Center 7406,SNF
8407,Closed Won,"$83,846.00","Learning, Policy Management",MedTeach,South Haven Home Care Center 7407,HC
8408,Identify,"$44,659.00",XM,CareEd,Oak Valley Home Care Center 7408,HC
8409,Closed Won,"$64,413.00","Learning, Regulation Management, Compliance, XM",MedTeach,River Creek SNF Center 7409,SNF
8410,Identify,"$29,709.00","Learning, Assessments",InsightsAct,New Harbor Home Health Center 7410,HH
8411,Prove,"$19,902.00",Learning,InsightsAct,Oak Springs Home Care Center 7411,HC
8412,Prove,"$56,106.00",Policy Management,SNFCourse,Lake Heights Home Health Center 7412,HH
8413,Prove,"$35,363.00",Learning,SNFCourse,New Grove Assisted Living Center 7413,AL
8414,Prove,"$80,371.00","Learning, Regulation Management",SNFCourse,Oak Heights Assisted Living Center 7414,AL
8415,Negotiate,"$11,561.00",Learning,InsightsAct,North Point Home Care Center 7415,HC
8416,Closed Won,"$70,729.00","Learning, XM",MedTeach,Oak Valley Home Health Center 7416,HH
8417,Prove,"$46,117.00",Policy Management,SNFCourse,North Ridge Home Health Center 7417,HH
8418,Prove,"$80,668.00","Learning, XM",MedTeach,Grand Ridge Home Care Center 7418,HC
8419,Engage,"$68,267.00","Learning, XM",MedTeach,Grand Springs SNF Center 7419,SNF
8420,Identify,"$80,005.00","Learning, XM",MedTeach,Pine View Home Care Center 7420,HC
8421,Engage,"$8,492.00","Learning, Assessments",MedTeach,Oak Creek Assisted Living Center 7421,AL
8422,Identify,"$1,842.00","Learning, Policy Management",MedTeach,River Grove Home Health Center 7422,HH
8423,Identify,"$24,428.00","Learning, Policy Management",SNFCourse,Pine Haven Home Care Center 7423,HC
8424,Identify,"$62,161.00","Learning, Regulation Management, Compliance, XM",SNFCourse,Grand View Home Care Center 7424,HC
8425,Identify,"$43,891.00","Learning, Regulation Management",InsightsAct,Lake Creek Home Health Center 7425,HH
8426,Closed Won,"$9,632.00",Policy Management,MedTeach,South Ridge Assisted Living Center 7426,AL
8427,Prove,"$60,941.00",XM,CareEd,Pine Ridge Assisted Living Center 7427,AL
8428,Closed Won,"$44,124.00",Policy Management,MedTeach,South Creek Home Care Center 7428,HC
8429,Engage,"$33,056.00","Learning, Regulation Management, Compliance, XM",MedTeach,South Point Home Care Center 7429,HC
8430,Identify,"$72,183.00",Learning,MedTeach,North Haven SNF Center 7430,SNF
8431,Identify,"$65,820.00",XM,MedTeach,New Valley SNF Center 7431,SNF
8432,Engage,"$4,903.00",Policy Management,MedTeach,River Point Home Care Center 7432,HC
8433,Negotiate,"$21,233.00","Learning, Regulation Management, Compliance, XM",InsightsAct,River Valley Home Care Center 7433,HC
8434,Identify,"$28,875.00","Learning, Regulation Management",SNFCourse,River View Home Care Center 7434,HC
8435,Closed Won,"$41,036.00","Learning, XM",InsightsAct,Grand Springs Home Health Center 7435,HH
8436,Engage,"$60,794.00",XM,SNFCourse,Pine Harbor Home Care Center 7436,HC
8437,Identify,"$68,713.00","Compliance, XM",MedTeach,Oak Creek Home Health Center 7437,HH
8438,Prove,"$41,285.00",Learning,CareEd,River View Home Care Center 7438,HC
8439,Closed Lost,"$25,081.00","Learning, Regulation Management, Compliance, XM",SNFCourse,East Heights Home Care Center 7439,HC
8440,Prove,"$20,592.00","Learning, Regulation Management, Compliance, XM",SNFCourse,West Harbor SNF Center 7440,SNF
8441,Identify,"$82,709.00","Learning, Regulation Management, Compliance, XM",MedTeach,New Point Home Health Center 7441,HH
8442,Closed Lost,"$37,901.00","Learning, Policy Management",MedTeach,New View Home Care Center 7442,HC
8443,Identify,"$40,786.00",XM,InsightsAct,West View Assisted Living Center 7443,AL
8444,Identify,"$30,117.00",XM,SNFCourse,Lake Heights Home Care Center 7444,HC
8445,Prove,"$11,238.00","Learning, Regulation Management",InsightsAct,South Grove Assisted Living Center 7445,AL
8446,Identify,"$56,566.00","Learning, Policy Management",InsightsAct,South Haven Home Care Center 7446,HC
8447,Identify,"$63,062.00","Learning, XM",InsightsAct,Grand Point SNF Center 7447,SNF
8448,Closed Lost,"$79,531.00","Compliance, XM",SNFCourse,North Heights Home Health Center 7448,HH
8449,Negotiate,"$8,270.00",Learning,CareEd,East Valley Assisted Living Center 7449,AL
8450,Identify,"$62,911.00","Learning, Policy Management",CareEd,Lake Grove Home Health Center 7450,HH
8451,Prove,"$66,377.00","Learning, Policy Management",CareEd,River Creek Home Care Center 7451,HC
8452,Identify,"$61,988.00",Learning,SNFCourse,Oak Ridge SNF Center 7452,SNF
8453,Prove,"$29,282.00","Learning, XM",MedTeach,South Grove Assisted Living Center 7453,AL
8454,Closed Won,"$6,803.00",Policy Management,CareEd,Oak View Home Care Center 7454,HC
8455,Closed Won,"$32,037.00",XM,CareEd,East View Home Health Center 7455,HH
8456,Prove,"$70,257.00","Compliance, XM",InsightsAct,River Ridge SNF Center 7456,SNF
8457,Closed Lost,"$25,142.00","Compliance, XM",MedTeach,North Heights Home Health Center 7457,HH
8458,Identify,"$74,530.00","Learning, XM",SNFCourse,Oak View Home Health Center 7458,HH
8459,Engage,"$30,708.00","Compliance, XM",SNFCourse,South Haven Home Health Center 7459,HH
8460,Identify,"$41,835.00","Learning, Policy Management",SNFCourse,Lake Creek Home Care Center 7460,HC
8461,Identify,"$24,755.00","Learning, Assessments",InsightsAct,West Heights Assisted Living Center 7461,AL
8462,Prove,"$24,603.00","Learning, XM",MedTeach,East Heights SNF Center 7462,SNF
8463,Closed Won,"$73,482.00","Learning, Regulation Management",CareEd,River Harbor Home Health Center 7463,HH
8464,Engage,"$32,675.00","Compliance, XM",InsightsAct,Pine Grove Home Health Center 7464,HH
8465,Engage,"$38,326.00",Learning,MedTeach,Lake Grove Home Health Center 7465,HH
8466,Engage,"$27,183.00","Compliance, XM",CareEd,New Springs Home Care Center 7466,HC
8467,Identify,"$77,821.00","Learning, XM",MedTeach,Pine Point SNF Center 7467,SNF
8468,Negotiate,"$54,896.00",Policy Management,MedTeach,West Springs Assisted Living Center 7468,AL
8469,Identify,"$68,287.00",Learning,SNFCourse,New View SNF Center 7469,SNF
8470,Identify,"$31,181.00","Compliance, XM",SNFCourse,Lake Grove Assisted Living Center 7470,AL
8471,Identify,"$42,757.00","Compliance, XM",InsightsAct,River Ridge Assisted Living Center 7471,AL
8472,Negotiate,"$52,323.00","Learning, Policy Management",CareEd,New Creek SNF Center 7472,SNF
8473,Negotiate,"$6,510.00","Learning, Policy Management",MedTeach,Pine Creek Home Care Center 7473,HC
8474,Engage,"$76,611.00","Learning, Regulation Management, Compliance, XM",InsightsAct,Pine Springs SNF Center 7474,SNF
8475,Identify,"$30,889.00","Learning, XM",MedTeach,South Haven Home Health Center 7475,HH
8476,Negotiate,"$21,914.00",Learning,CareEd,Pine Grove SNF Center 7476,SNF
8477,Engage,"$51,778.00",Policy Management,InsightsAct,North Heights SNF Center 7477,SNF
8478,Identify,"$22,760.00",XM,SNFCourse,Oak Ridge SNF Center 7478,SNF
8479,Engage,"$50,417.00","Learning, Assessments",InsightsAct,West Grove Home Health Center 7479,HH
8480,Negotiate,"$76,490.00","Compliance, XM",CareEd,North Creek SNF Center 7480,SNF
8481,Identify,"$45,691.00","Learning, Regulation Management",CareEd,Grand Grove SNF Center 7481,SNF
8482,Identify,"$45,132.00",Learning,SNFCourse,Pine Ridge Home Care Center 7482,HC
8483,Negotiate,"$16,298.00","Learning, Regulation Management",MedTeach,South Valley SNF Center 7483,SNF
8484,Negotiate,"$54,772.00","Learning, Regulation Management",SNFCourse,New View Home Care Center 7484,HC
8485,Engage,"$38,226.00","Learning, Policy Management",MedTeach,New View SNF Center 7485,SNF
8486,Closed Lost,"$13,524.00",Policy Management,SNFCourse,Oak Valley Home Health Center 7486,HH
8487,Closed Lost,"$57,951.00","Learning, Assessments",CareEd,Oak Grove Home Health Center 7487,HH
8488,Engage,"$16,044.00",Learning,MedTeach,River Springs Assisted Living Center 7488,AL
8489,Identify,"$18,515.00","Compliance, XM",CareEd,Lake Harbor Home Health Center 7489,HH
8490,Prove,"$29,920.00","Compliance, XM",SNFCourse,Pine Haven Home Care Center 7490,HC
8491,Prove,"$46,914.00",Learning,CareEd,New View Assisted Living Center 7491,AL
8492,Engage,"$8,732.00",Policy Management,SNFCourse,South View Home Health Center 7492,HH
8493,Prove,"$4,601.00","Learning, Policy Management",MedTeach,South Grove Home Care Center 7493,HC
8494,Identify,"$55,668.00",Policy Management,MedTeach,New Grove Home Health Center 7494,HH
8495,Identify,"$33,905.00",Policy Management,SNFCourse,South View Home Care Center 7495,HC
